text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,trust
hướng dẫn nấu trà sữa thái đỏ đi ạ,1,1,2025-03-07T09:02:45.000Z,phamnhung_71,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6877474354280907778,7478990383164211975,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f655bbfb64268ccbb688a5f0ea380462~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ed14b2ae&x-expires=1768554000&x-signature=4eJljJ4JSGib%2FuwoUjfhvgqOAKU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Mua nguyên liệu sao á c,1,1,2025-02-26T15:41:20.000Z,bunnybubu91,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6796121213052781570,7475753362111152904,https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/569a618e93e11b39a7898ef331856ce2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b8671c43&x-expires=1768554000&x-signature=jv9sUcEjGV4f0yAzYNEly6V0AUM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
😅 Ủa vậy sao mỗi lần uống PL là say trà mệt ngang luôn ak,2,1,2025-02-18T17:21:08.000Z,huy.phuong.tran,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6774764946984666113,7472810399072289544,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/dcde5da65692cd0f52268a6acdb9fffe~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=34ca4d1c&x-expires=1768554000&x-signature=U2TmQ7OA3dNx6jLWeHYoan1VDEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
không có vỏ hàng làm sao mua,1,1,2025-05-14T16:49:57.000Z,i.thay.i5,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,7453739067911930896,7504344595196281608,https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7ef9fee722df1a6e7110703546d43ddd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=104a8123&x-expires=1768554000&x-signature=m4nQRlixnQUbpnUfZ83iRkuD8kQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
chị cho e hỏi cốc 700ml thì bao nhiêu cost trà sữa như trong clip,1,1,2025-06-24T14:16:10.000Z,user5250807102541,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6787579294967497730,7519519490017100552,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/e7e905b2871503928064bb87f8a227be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9bd93462&x-expires=1768554000&x-signature=cik1uUXOsXU%2FmoRW6z652YJXKhA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
trà sữa nấu trà gi vây bạn,2,1,2025-02-21T00:06:23.000Z,_mmy.19,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,7093720577350042626,7473656784227926791,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/f841a3e69f84d2ea3710751aa9e859da~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b905ccf6&x-expires=1768554000&x-signature=b0JBnBj%2BpaOnkWwO%2BhFN2BIlOw8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
C nấu trà sữa olong lài đi ạ,0,0,2025-08-18T07:39:58.000Z,kyxynh,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,7181389602924545026,7539827085460685576,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e8f2c286298d995314af64f02c829e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6c61483&x-expires=1768554000&x-signature=Rgvd73FnGElTcSPB0YD1QnQ47AM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
sao bỏ sữa đặc vô sau cùng vậy chị,1,1,2025-02-20T02:07:29.000Z,kh.hang618,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6939512961208042498,7473317059724968705,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b50563ad5489214bff5416bfc8223792~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6dd060fa&x-expires=1768554000&x-signature=7%2Bs3DHLEOQi2Jk5XXD3b0fWFgMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
"chị nói đúng nè, nhiều thầy cô dạy ngâm luôn vải vào trong, lỡ mà vải k sạch ám mùi luôn, trà lấy ra không sốc đá hả chị",2,1,2025-02-18T11:03:33.000Z,user5836359095861,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,7148420820762805249,7472713070802420498,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a9416dc38bce3adca0509bd8a632f9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=74d1e059&x-expires=1768554000&x-signature=9wfDiu5WTADNGdNmIqplruxGaUA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Cái này em sợ bột béo nó dính hết vào xác trà chị ui,1,1,2025-03-14T09:31:42.000Z,meomeomeo6451,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6965327506829771777,7481595428870669064,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/23f6bc73cd038af08ce8d4e605753613~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2c8e5324&x-expires=1768554000&x-signature=78cVAA7NZL22SY4GXbOJgW84fIw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Phúc long trà đắng mắc nữa 😂😂😂,1,1,2025-02-25T15:30:47.000Z,thuhoa19976,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6905604320654443521,7475379555227484936,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cff41cfd7c3e75c53676421e07f7cced~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0716a2e5&x-expires=1768554000&x-signature=zs2sJChAkWpl41Diu7Dsnb1whfw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Mua set như thế nào vậy chị,0,0,2025-11-23T19:53:08.000Z,truonghoangoanh08,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6514555343665348609,7576011188934624007,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3a54a4380fea5a86495e4e62b9cf392a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6658ee3&x-expires=1768554000&x-signature=cYVdC76HkCZlokDRrbcvIY3BuHU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Sau khi lọc xong có cho đá vào ko ạ,1,1,2025-08-09T11:34:55.000Z,daomaianh7,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6675938527852938242,7536547864529404679,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b17f49c2d52ab6ffa871dc2895a9ac4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f2b28d0&x-expires=1768554000&x-signature=ZlalU6wwWEwpR3zXrpbzmkDj2ZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Rang trà lên cho nó đậm vị,0,1,2025-03-13T14:38:14.000Z,changchang290893,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6528675316277460993,7481303375767552785,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8cebfbabc1fa58272585416b9b1250e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b79af4f2&x-expires=1768554000&x-signature=o9ej8FpPibyS1oxyxIRimaY3Ipk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
🥰🥰🥰,0,0,2026-01-15T09:58:04.000Z,userjjw5urvys1,https://www.tiktok.com/@phucbayvlog/video/7595452504226286866,6654509816558911490,7595525433228215061,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7333409624017600519~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58b01857&x-expires=1768554000&x-signature=Z%2BgZzg45me2zvlM5ascTsqdnnNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Quá nhiều rủi ro để đl😔,24,1,2025-12-19T17:52:34.000Z,narumi04091,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7166204109413729282,7585628385172472583,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/050e679754ddaa45a7603256ea9c17a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d90dea22&x-expires=1768554000&x-signature=VFBOtrcFaiJEtLSpbooJNfuLaJw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
long bỏ em đi theo ng khác rồi ...,8,3,2025-12-20T03:21:11.000Z,vo.ai.day5,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,6604385367432331266,7585773972877869844,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f15088c61761e2d70700a5f51b1b1d8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c79bec1&x-expires=1768554000&x-signature=FSYea1gD3hj06ACSCTmo1R5oxx8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
đăng thì bn coi chứ long hok coi😭,2,1,2026-01-05T12:46:36.000Z,ngoc_lan507,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7316011696891511826,7591858013402350343,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/36a27256ca11fb05a145429604c1120f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50a1fc81&x-expires=1768554000&x-signature=TW%2Fvv5wQP5vekwEfwgWfBjVaXmE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Ụa lạ dị ta t đang yêu tk tên nam mà h máy t toàn cap về long🥰,0,0,2026-01-08T12:51:46.000Z,nguyenthiuyennhi8,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7509327551984288775,7592972600868225800,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9879fce627f2972d29c6c67af82c82ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab6c7e05&x-expires=1768554000&x-signature=5SIImxT9kQA%2BQDj6d5LJsFaaptU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Bà crush Long được bao lâu roii,0,0,2026-01-11T10:31:46.000Z,_dieu.lizh_1,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7353577377530217480,7594049765992055559,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/04db79f7476beea10ec52520ce98a680~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c45464ea&x-expires=1768554000&x-signature=l%2F0KB09jer4v%2BGJfgo%2FfnDmU4Cs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Hưng phải là em thì Hưng mới biết em yêu Hưng cỡ nào 🥺,0,0,2025-12-20T03:14:03.000Z,lyly21337,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7424029612159763457,7585773060255777537,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/af0177e889b8ad8a13eceb97b91981af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dbacaf0e&x-expires=1768554000&x-signature=HNmRAOSowGhNVBhMyPtm52GAvEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
chủ tus ơi cưới em không 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,0,0,2025-12-20T09:05:29.000Z,ngoc.ha311,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7490528412688942088,7585863659399496466,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d67ff4b3c7d09e67fbfd9161e45a846b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9668aa59&x-expires=1768554000&x-signature=V5ipBlQMz6dCclMqJKK0QBYZn80%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Sao dạo này toàn thấy Long nhỉ 😚,0,0,2026-01-09T13:23:06.000Z,hoamyhoa3,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7344608221837345793,7593351749038965524,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c96deb02d6452f7d1d209e205ccf8783~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=21d36dec&x-expires=1768554000&x-signature=mcmUIIPigmpe4bNBt8PGtla1SFI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Sớm nè đồng loại oi,1,0,2025-12-19T15:21:47.000Z,toithich_long,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7557243154304123915,7585589538951037717,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/475c99f843ec420094932487170e78e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b94c4e5&x-expires=1768554000&x-signature=YbzZ7a5rkBlvJlnnNDgQxzjXZ4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Trần Thành Long của bạn Long gì,0,0,2025-12-23T12:18:36.000Z,begacon_10,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7417318039466673173,7587026670386725653,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d0eb5b1791a82e5a681f8ca8f7e02733~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=432506d0&x-expires=1768554000&x-signature=6gZTKav%2F%2FNqU1ZI%2BNQNTn1IXD7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Đặng thành longgg 🫶🏻😜,0,0,2026-01-01T05:52:20.000Z,bn_than_ak,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7108238865898619906,7590266912728072978,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6cbf3f48db44ea78fe6b96850a52dce6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26747965&x-expires=1768554000&x-signature=gthUQkyNvGjyFqjhFHFV6z2MsCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nhưng em thua r,1,0,2026-01-02T10:33:17.000Z,miss.anh7887,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7569933623341761544,7590710400098992916,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5d78d22dc9467c614655d905e3081e7d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=124d2f0d&x-expires=1768554000&x-signature=xzZMa7EFjaxzpLlmNvhhUavRQNw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
k dam đlai;)),0,0,2025-12-19T17:25:37.000Z,tinhyeudoivoiekobgiodu,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7444177823805342741,7585621456677634824,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2d9bcae95b5a50d47b2ab0b54ab82730~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cc670539&x-expires=1768554000&x-signature=UwKMp9DopLarR14TzYxqPUwfss0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
kkk,0,0,2025-12-24T15:58:19.000Z,huyenvy_1604,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7397409603862447120,7587454395980530449,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a700381533edff00343cda8455a80a45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=824a4f51&x-expires=1768554000&x-signature=cv%2FFZoRBpMGs5%2FyDeFzuavOLkoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
sớm shop ơi💗,2,0,2025-12-19T14:46:01.000Z,phuonganh171212,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7362453294688896006,7585579777609057031,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fc2c42f175a8532fa7d0a911ebf9477b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f695461&x-expires=1768554000&x-signature=BNzTV6zMbyLVcDjYxfs0h%2FUz6nk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
NQL😇,0,0,2025-12-25T12:27:05.000Z,kay_zincc,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7282338209102971906,7587771044502782727,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/94586da6d56e0b88ebdf64133e5a4dd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=005a94d0&x-expires=1768554000&x-signature=YUdaQDjSx3RRuv0GlBVNI%2Ba7QF0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
hehe,0,0,2026-01-02T04:08:27.000Z,minhtma_,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7251966269611967493,7590611212917998343,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/95466f0d0c6c8d970935f01469c2a124~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d77f0ccf&x-expires=1768554000&x-signature=HEjWYKtrR8KFcGr4NKp0LFHcRLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
sớm,1,0,2025-12-19T14:49:12.000Z,duonggngocclongg,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7410067596047762437,7585580794274497297,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/63ff316c7fb2b87d7e874f8569116078~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d477e52&x-expires=1768554000&x-signature=ndFaxibFClMyffhp7DcV%2Bnel43M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
hở,0,0,2025-12-30T11:02:30.000Z,mexedo133,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7589270015179097096,7589604675650011925,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1eecbc004995b80c3f996ecd7092f7bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f9cd261c&x-expires=1768554000&x-signature=pOLJdDuXBrmmGS1L4I2uHa6cXUo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Uh,0,0,2025-12-20T06:21:35.000Z,chua.gue.hihi,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7212617301056488450,7585821411441558292,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3066d4b4d4906ca1e53dfe93dfb69a16~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4cfad9f7&x-expires=1768554000&x-signature=9vSPRdA9JA9vrSlU7tzNxjMTxaE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Ờm…,0,0,2025-12-20T05:30:06.000Z,mngvaannn,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,6967569708821693441,7585808159559320327,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/24f910a13dbae87cf1d9c01f776aba83~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8bab4cf0&x-expires=1768554000&x-signature=4FGnCb3BqHb%2BdSTYFkRKL6Aklp8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@ngoc. đlai di kia,0,1,2025-12-30T01:35:14.000Z,hquynhv.56,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7078279873550205954,7589458472778105607,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/475cc8253c11f68b9aeaa74664f183a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3aec80bd&x-expires=1768554000&x-signature=e8uuQXKKf31BJd48MO4WBNaLAFo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@I love khánh lyy 💤,0,1,2026-01-12T12:08:19.000Z,bngoc10111,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7339933365397947410,7594445743239611156,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/508d82efd3cf66c94d780d53510ccc85~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=085f9243&x-expires=1768554000&x-signature=65CaDoNiO7IT7%2Fjot%2Fq3Dh6hHmo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@𝓣𝓣𝓪𝓶🫧 @cún con @Hmai🥑 -))))),3,3,2025-12-28T14:15:47.000Z,thichhemm12,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7541787020206146576,7588912286967776001,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5fddb1cde583cbd76dbb507ec59f120f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d60d5a6&x-expires=1768554000&x-signature=T6hPG4m5jHyNu0e46YYtYaxAN7s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@️ ⋆˚Cao 1m45˚⋆,1,1,2025-12-22T03:58:43.000Z,mytamgbao,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7573280562916852754,7586526786542502664,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d2de646bb12fad3c4458eeec343bbb9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec4899cb&x-expires=1768554000&x-signature=QZuRe3L7oB19wp%2Fmai1OGjzyHnA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@ngoc anh,0,1,2026-01-01T12:09:16.000Z,sena_hane,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7417822145105855493,7590364044071486229,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44efb7a9acefe03eca80a89749494299~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=05dada97&x-expires=1768554000&x-signature=RiBa%2F%2FcawMKQkrA7ySx93pPGkFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@New York City🫣🙄,1,0,2026-01-12T05:07:13.000Z,_nttm011_,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7478317889147159569,7594337204735656725,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/044ff34c905e8ee5d6e9f34ec2c67e36~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a8a40a8a&x-expires=1768554000&x-signature=N2pY3aNyLJ75RUKxiSkNUCqD1Ao%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@tamanh,1,0,2026-01-08T10:45:22.000Z,aihoikhma,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7271272411747419142,7592939996895658773,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fdd25ba878cf9917f097e24fc9173e87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=87cd9dd5&x-expires=1768554000&x-signature=Y2G0AI1i%2B3Oe%2Fz7tl0WQfknP1Oo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@Gạo ieu🍚,1,0,2025-12-22T03:56:53.000Z,_tram.ie_19,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7072206685612852250,7586526309770265365,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/54aa311572934ff3c4d6ba309af6dad9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9dbf069e&x-expires=1768554000&x-signature=n%2B9A4bFUMhmwEne1Tf6Z7LM5uXo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
@dragon fruit,1,0,2025-12-27T09:09:54.000Z,trumsegvn_,https://www.tiktok.com/@pheyeulong226/video/7585578344834567445,7459038413980271624,7588462400073171729,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b831ab539e4de259fb49433a3d8b5a86~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd743c69&x-expires=1768554000&x-signature=UIJ1nBo4CExeNKx40oWs4znwPd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
🤣,0,0,2025-12-18T16:01:55.000Z,lee.qa2,https://www.tiktok.com/@phuclongg/video/7585062649260559624,7463861583602402321,7585228815765357333,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ceb6fa3bebe56c0d20b51e2e377fcbc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=386ff8c8&x-expires=1768554000&x-signature=PO72NiyGxYHrspprWga%2FW5KS2eQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Cho mình hỏi theo cách này là đậm trà hay đậm sữa ạ,1,1,2025-03-15T08:00:44.000Z,michan020421,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,76370141321,7481943093358772993,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/d1c55cce5518f2bab49c2aa4393763ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a9a90eee&x-expires=1768554000&x-signature=PO7%2B7bA5e2UX0DyCvygMGnRWEVE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
"dr, mih cũng hay nấu nhu z",1,1,2025-02-18T04:28:52.000Z,noami9o,https://www.tiktok.com/@trasuaeasylife/video/7472376366940425480,6809132723057312769,7472611374360347410,https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/98929f38f1cac920db7c1489512c64bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7b2ea47d&x-expires=1768554000&x-signature=s5vPwOJoyro0peG6%2FOIHB%2B1FVAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,
Cùng cảnh ngộ em ơi! 😂 Nv của chị. Cũng vậy Cứ nói thẳng là đi chơi có ai cấm đâu. Miệng nói không đi chơi ở nhà đi làm. Hẹn khách lấy hết rồi sáng gần tới giờ làm dt ra nói :”tao ốm nay không đi làm “😁,0,0,2026-01-14T18:47:55.000Z,hananguyen303,https://www.tiktok.com/@ducvietnews/video/7595246973146385686,6931378622439867398,7595290882367619873,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/25a0f22cf49777a9e03acd67989b64a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b8ba219f&x-expires=1768554000&x-signature=3KSk4h%2FxTUSO40xnffiRtIiwBiU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
